location_id,latitude,longitude,zone_area_km2,pvout_level1_area_km2,pvout_level1_data_area_km2,pvout_level1_mean,pvout_level1_twh_per_mw_km2,pvout_level1_twh_y,pvout_level2_area_km2,pvout_level2_data_area_km2,pvout_level2_mean,pvout_level2_twh_per_mw_km2,pvout_level2_twh_y,assumed_mw_per_km2
2671,0.700490,-54.277877,37009.673269,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
3653,-0.836256,-54.164394,33764.397529,6618.409049,6618.409049,4.259437,10.289605,308.688151,6511.964073,6511.964073,4.258887,10.122807,303.684225,30.000000
3898,-0.396333,-57.234820,29484.749848,63.528164,63.528164,4.177892,0.096876,2.906281,2.575739,2.575739,4.185665,0.003935,0.118054,30.000000
2668,-2.645530,-55.691757,42074.003188,11854.630198,11854.630198,4.382124,18.961189,568.835667,11044.960161,11044.960161,4.389333,17.695204,530.856107,30.000000
3164,-1.929503,-57.299082,29633.578166,6779.760586,6779.760586,4.276341,10.582287,317.468602,5381.275001,5381.275001,4.263821,8.374850,251.245489,30.000000
1106,-10.561325,-40.357171,33019.670700,32254.966616,32254.966616,4.338085,51.072548,1532.176444,29117.277595,29117.277595,4.330372,46.022350,1380.670503,30.000000
2343,-9.552048,-42.033146,30042.369478,27375.733603,27375.733603,4.854223,48.504093,1455.122779,16401.132305,16401.132305,4.791252,28.682418,860.472527,30.000000
294,-7.592775,-42.189138,30820.366755,30910.988057,30910.988057,4.668584,52.673347,1580.200403,24032.716721,24032.716721,4.667564,40.943603,1228.308092,30.000000
928,-7.889521,-38.899585,38108.192074,37534.555389,37534.555389,4.602579,63.055845,1891.675363,32877.520488,32877.520488,4.602018,55.225571,1656.767141,30.000000
3486,-9.155386,-37.853413,33599.522428,33344.233490,33344.233490,4.435670,53.984963,1619.548895,26133.678686,26133.678686,4.442931,42.380202,1271.406059,30.000000
2303,-7.424030,-36.898337,46415.977942,45636.934569,45636.934569,4.518939,75.274141,2258.224236,42141.114996,42141.114996,4.523037,69.571129,2087.133883,30.000000
4253,-9.206723,-39.367322,29080.656714,28716.124014,28716.124014,4.450230,46.644573,1399.337180,25646.471751,25646.471751,4.451642,41.671652,1250.149558,30.000000
2049,-5.869882,-38.094274,44519.805508,43665.454065,43665.454065,4.673252,74.481775,2234.453243,42659.258892,42659.258892,4.673099,72.763099,2182.892962,30.000000
2756,-8.446860,-40.599531,35454.751286,35377.984789,35377.984789,4.587976,59.244368,1777.331047,28780.724309,28780.724309,4.571661,48.025137,1440.754109,30.000000
437,29.101734,-1.323920,23915.490161,8331.322031,8331.322031,5.157579,15.683848,470.515450,8317.847666,8317.847666,5.157647,15.658690,469.760698,30.000000
1811,27.017624,-0.349514,31776.951910,7984.800363,7984.800363,5.086121,14.823256,444.697668,7914.529569,7914.529569,5.086216,14.693077,440.792295,30.000000
4019,27.600609,-1.836124,30245.708994,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
4378,28.384196,0.007415,26317.895382,13243.467984,13243.467984,5.104789,24.675865,740.275949,13138.878224,13138.878224,5.105229,24.483097,734.492905,30.000000
1071,28.074655,1.930708,37478.264836,7298.643748,7298.643748,5.157573,13.739801,412.194030,7279.563118,7279.563118,5.157773,13.704412,411.132351,30.000000
534,26.921455,-6.009179,39064.375707,0.000000,0.000000,,0.000000,0.000000,0.000000,0.000000,,0.000000,0.000000,30.000000
2199,31.470364,-0.321545,32706.337264,2329.350157,2329.350157,5.164836,4.391209,131.736281,2304.595295,2304.595295,5.165157,4.344812,130.344370,30.000000
2848,29.669990,0.564647,36774.864885,6954.413254,6954.413254,5.137844,13.041702,391.251073,6951.422641,6951.422641,5.137863,13.036142,391.084268,30.000000
4834,30.423615,-1.220252,24416.437052,2656.510287,2656.510287,5.187231,5.029676,150.890272,2652.045078,2652.045078,5.187348,5.021335,150.640039,30.000000
4711,32.915190,-0.353467,27040.239815,21597.880175,21597.880175,5.051202,39.819766,1194.592980,21290.973566,21290.973566,5.051502,39.256259,1177.687778,30.000000
666,33.047519,-1.968720,37678.786225,25140.371624,25140.371624,5.184815,47.577083,1427.312498,24361.113319,24361.113319,5.184761,46.101895,1383.056836,30.000000
807,31.496864,2.029133,45441.807078,133.524243,133.524243,5.202080,0.253530,7.605911,133.524243,133.524243,5.202080,0.253530,7.605911,30.000000
2062,33.419417,1.087933,44160.531465,31415.757968,31415.757968,4.965700,56.940445,1708.213351,26620.516673,26620.516673,4.986509,48.451356,1453.540674,30.000000
4622,45.115438,6.029869,27289.330957,11267.431854,11267.431854,3.702957,15.228828,456.864837,5578.042782,5578.042782,3.715108,7.563906,226.917175,30.000000
172,46.202916,7.355920,32642.073351,11239.132322,11239.132322,3.538547,14.516122,435.483661,7561.506533,7561.506533,3.520821,9.717290,291.518695,30.000000
2359,46.689515,4.281338,42423.641244,36355.930793,36355.930793,3.323131,44.097667,1322.930009,21546.272766,21546.272766,3.327738,26.170630,785.118914,30.000000
3513,45.086864,4.155253,29985.281801,22536.419291,22536.419291,3.667087,30.164698,904.940952,12260.653076,12260.653076,3.636561,16.274112,488.223369,30.000000
1354,43.792113,5.364326,24497.390463,19172.554991,19172.554991,4.246181,29.714702,891.441056,5942.565625,5942.565625,4.229151,9.173184,275.195513,30.000000
2933,44.384050,7.606202,27973.523319,14518.846197,14518.846197,3.897382,20.653701,619.611038,5797.821366,5797.821366,3.871223,8.192301,245.769042,30.000000
1733,40.533171,-87.065132,28404.428267,27561.445887,27561.445887,3.897160,39.205148,1176.154443,2949.716764,2949.716764,3.891113,4.189354,125.680610,30.000000
817,40.928992,-90.062467,44556.003336,43795.889740,43795.889740,3.974297,63.531123,1905.933699,7275.939172,7275.939172,3.962420,10.523069,315.692069,30.000000
3645,42.045979,-87.319645,33392.401294,14127.738917,14127.738917,3.835350,19.777459,593.323775,4807.427730,4807.427730,3.817233,6.698141,200.944241,30.000000
4636,39.385486,-87.919108,30015.895494,29353.047913,29353.047913,3.953857,42.361085,1270.832537,5470.531788,5470.531788,3.933780,7.854753,235.642575,30.000000
4864,41.093854,-85.539030,24042.270067,23309.683552,23309.683552,3.797151,32.306288,969.188645,2724.370967,2724.370967,3.747238,3.726237,111.787096,30.000000
2675,39.507787,-85.137730,41017.403880,35298.452585,35298.452585,3.879649,49.985145,1499.554341,17885.942586,17885.942586,3.874810,25.296189,758.885678,30.000000
683,38.146778,-87.243061,37299.068778,32170.612515,32170.612515,3.961539,46.517478,1395.524325,17206.612337,17206.612337,3.944389,24.772394,743.171812,30.000000
3182,37.165723,-89.956734,33440.838718,25470.288117,25470.288117,4.096206,38.081017,1142.430516,13919.587181,13919.587181,4.082659,20.742557,622.276722,30.000000
319,37.667749,-92.179265,41307.495663,34172.704777,34172.704777,4.130887,51.524702,1545.741064,33336.623660,33336.623660,4.131284,50.268917,1508.067507,30.000000
2114,38.801854,-89.717632,37033.924478,34677.962623,34677.962623,4.026775,50.968725,1529.061752,12363.477750,12363.477750,4.030496,18.188295,545.648864,30.000000
4159,36.857750,-88.227515,28825.237331,24949.226419,24949.226419,4.034593,36.740888,1102.226642,17161.351492,17161.351492,4.030823,25.248643,757.459289,30.000000
4029,34.157629,-89.773335,32392.031362,26318.550625,26318.550625,4.197611,40.323389,1209.701670,14302.198366,14302.198366,4.181216,21.827214,654.816422,30.000000
2616,35.485201,-91.689968,44036.741105,39361.311830,39361.311830,4.168625,59.890127,1796.703796,25630.735962,25630.735962,4.154135,38.862840,1165.885197,30.000000
673,33.628863,-91.807286,38720.210187,25810.211117,25810.211117,4.212729,39.686974,1190.609210,10565.106018,10565.106018,4.177349,16.108958,483.268740,30.000000
1302,35.574249,-89.456457,28357.519695,26597.692357,26597.692357,4.130721,40.101692,1203.050764,11622.749565,11622.749565,4.116666,17.464148,523.924439,30.000000
1634,33.081652,-88.480242,34980.357004,19366.294802,19366.294802,4.211151,29.767350,893.020498,18608.826494,18608.826494,4.210824,28.600852,858.025551,30.000000
3662,31.899162,-89.612908,35664.172235,17538.076722,17538.076722,4.238091,27.129709,813.891261,16604.214492,16604.214492,4.237371,25.680746,770.422390,30.000000
4320,34.470791,-88.143563,27604.186611,21608.476483,21608.476483,4.145058,32.692459,980.773767,19605.442866,19605.442866,4.144235,29.656092,889.682755,30.000000
785,52.190477,-117.688489,32725.995613,1019.508406,1019.508406,3.076133,1.144692,34.340768,158.941948,158.941948,3.116909,0.180824,5.424714,30.000000
2733,51.524121,-114.880131,45616.605992,23909.419407,23909.419407,4.132166,36.061157,1081.834723,8341.684884,8341.684884,4.058488,12.356939,370.708179,30.000000
4978,50.869222,-117.754248,27145.370706,3652.721642,3652.721642,3.127330,4.169492,125.084755,3169.027769,3169.027769,3.136409,3.627869,108.836083,30.000000
3196,53.747753,-116.644172,35886.908997,7066.561473,7066.561473,3.817114,9.845464,295.363918,5556.653957,5556.653957,3.788503,7.683761,230.512829,30.000000
1473,54.619098,-119.013768,41249.084049,10816.564413,10816.564413,3.563595,14.069237,422.077107,4251.664303,4251.664303,3.546671,5.503927,165.117817,30.000000
2580,52.954881,-120.502989,43694.167698,3832.184678,3832.184678,3.191086,4.463523,133.905696,3426.603525,3426.603525,3.201676,4.004369,120.131061,30.000000
2564,50.823553,-119.761151,38621.128898,17585.985871,17585.985871,3.490105,22.402584,672.077506,16094.661581,16094.661581,3.498500,20.552121,616.563635,30.000000
2722,49.466597,-122.810420,29734.351615,4799.832517,4799.832517,3.242015,5.679812,170.394359,2614.014734,2614.014734,3.191356,3.044922,91.347652,30.000000
219,48.879173,-119.966744,40789.626758,20761.669431,20761.669431,3.849489,29.171465,875.143945,17709.290333,17709.290333,3.829691,24.754703,742.641082,30.000000
4777,46.602558,-123.080672,25038.373745,7667.292528,7667.292528,3.289317,9.205357,276.160702,6476.754510,6476.754510,3.285460,7.766878,233.006335,30.000000
