location_id,latitude,longitude,population_2020,access_pct,people_no_access
440,-24.597643,17.74479,39788.85870671272,,0
4005,9.88613,77.724229,14423378.108520508,,0
499,10.23883,76.20154,22724315.00366211,,0
1458,8.419188,78.011689,9295014.579252021,,0
1735,-1.252542,98.659569,0.0,,0
545,1.324513,97.334737,0.0,,0
2885,20.141663,55.868083,52223.2890111208,,0
1087,16.174382,46.047909,181467.0045676231,,0
3703,9.621017,38.507965,8662534.45703125,49.29923485046209,4391971
3849,21.403964,58.239282,139016.59128570557,,0
1840,19.959396,57.698833,55165.40051206527,,0
1297,22.256122,56.6745,239637.4528656006,,0
2349,23.689971,58.08193,1871265.3982989788,,0
288,24.458841,54.528157,2176840.5058834553,,0
2784,25.304205,56.232657,5356179.27662468,,0
3684,23.701706,56.180419,773080.25440979,,0
754,27.839985,52.891611,1220605.1875662804,,0
3933,36.052148,53.272373,2306279.865119934,,0
1001,80.130839,32.217538,0.0,,0
2013,80.429026,19.827419,607.2366148659785,,0
22,80.097083,59.492158,0.0,,0
4882,-76.193123,-90.437848,0.0,,0
