location_id,latitude,longitude,hrea_covered,pop_rel_0,pop_rel_0_5,pop_rel_5_10,pop_rel_10_15,pop_rel_15_20,pop_rel_20_25,pop_rel_25_30,pop_rel_30_35,pop_rel_35_40,pop_rel_40_45,pop_rel_45_50,pop_rel_50_55,pop_rel_55_60,pop_rel_60_65,pop_rel_65_70,pop_rel_70_75,pop_rel_75_80,pop_rel_80_85,pop_rel_85_90,pop_rel_90_95,pop_rel_95_100,pop_rel_100
2241,20.20,44.71,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,104383.52
4836,18.99,41.26,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,667827.83
2167,15.00,38.25,True,3216719.19,85935.31,185670.83,46393.69,19383.72,12215.01,9591.02,8613.53,5698.70,4312.89,4180.54,3833.93,4071.97,5143.97,4090.58,4101.52,4888.49,5568.49,8927.85,13028.70,48610.03,57843.70
4232,7.91,32.52,True,12673.49,8348.08,251687.82,351117.03,41744.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3416,7.16,34.05,True,333.58,25982.40,107049.64,93992.25,15199.58,6617.92,10796.68,6478.03,115.59,0.00,1617.21,0.00,1830.99,0.00,0.00,4276.76,11921.97,1705.00,0.00,0.00,0.00,0.00
1499,6.47,32.37,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,619034.80
4237,5.34,31.54,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,993278.54
951,4.25,24.25,True,281705.00,0.01,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2829,4.72,26.45,True,1760.19,31334.61,71633.34,51073.75,7486.06,28707.41,736.75,1756.69,0.00,308.87,0.00,530.87,0.00,0.00,2306.86,0.00,0.00,2557.82,0.00,1525.04,0.00,415.04
753,4.40,16.95,True,386565.62,5549.78,21248.57,9896.10,1774.98,859.09,79.89,509.36,13.45,9.83,0.00,17.33,29.80,25.09,42.43,16.04,5.17,71.92,96.63,99.74,229.05,0.00
300,-10.50,27.94,True,628671.13,78152.45,295946.34,114340.35,20604.21,8603.18,5348.68,8954.14,8944.83,6276.70,3660.95,4253.84,6556.69,7494.80,10565.42,6249.26,9771.20,17088.14,10188.65,21110.08,44029.25,8297.18
4976,-7.09,32.44,True,71033.81,574.20,5169.52,2692.07,367.88,1713.91,141.06,54.62,10.38,0.57,1.42,349.21,2.67,3.10,0.00,4.03,2.76,12.83,0.00,51.06,84.52,17.08
1578,-6.24,33.41,True,147748.13,3999.84,21729.97,6954.43,690.16,127.21,170.11,249.49,70.17,39.84,101.94,40.44,56.21,154.44,218.83,149.33,269.71,39.46,55.03,73.97,712.52,127.08
2590,-5.79,31.13,True,526463.76,10384.28,45318.73,28686.12,7357.41,2171.95,2032.17,1156.94,813.03,1373.04,1158.30,1083.83,774.80,983.07,423.10,588.53,1141.76,609.07,2335.50,5643.18,45298.20,105233.66
4315,-5.02,32.75,True,1452236.94,7651.42,61164.54,40259.32,7190.01,3045.68,3145.02,2196.37,1275.67,1493.92,813.38,1821.23,829.75,871.72,748.87,1281.39,1213.57,1830.95,1246.87,2777.46,30852.64,161826.85
3078,-0.49,30.13,True,5708977.44,210758.99,644569.23,470952.00,192817.53,106590.88,69714.42,49101.84,51780.57,40733.38,36027.90,32604.57,20534.82,24958.45,31833.96,33865.56,38432.92,39835.16,28031.55,50956.41,85203.65,100093.70
3628,-4.46,30.00,True,4911942.69,202438.33,381354.09,139275.50,41778.37,20094.46,13451.25,9607.59,9040.24,8770.48,6706.67,6400.13,5443.02,6709.15,5322.51,4524.81,5673.70,4288.59,5521.98,6315.42,12308.80,24589.72
40,-4.15,28.50,True,2639386.02,74520.77,179312.09,114756.30,27368.61,10116.22,16042.06,5606.93,5220.06,11413.52,7348.68,10915.62,5108.91,8385.37,17754.46,8395.15,6401.97,16151.83,20560.68,23844.87,9258.30,20733.52
2676,-2.33,27.90,True,3754433.86,17579.52,45234.48,42500.16,28922.59,24595.61,18909.33,24551.23,16763.65,22003.26,11581.76,12322.46,42629.08,24408.86,29419.08,31009.49,20629.73,32665.59,41116.63,21345.03,31565.30,191035.57
953,-0.53,28.33,True,2168124.28,241862.43,554275.06,288973.25,74019.79,22965.80,11915.36,8775.13,7346.39,9404.19,3878.29,3620.37,7895.49,10367.15,4990.77,210.26,1483.17,10.38,269.62,185.53,17.05,0.00
3763,-13.16,34.99,True,1167167.90,50382.53,124464.48,30065.73,12707.09,6522.98,6009.09,6166.29,4344.14,3400.43,4418.21,4257.07,5355.39,3259.57,6142.95,3796.16,7463.18,8528.40,8403.62,18145.32,154137.48,28461.95
4046,-13.79,36.79,True,285767.46,5776.44,18288.20,6328.15,2436.26,757.36,200.75,184.18,414.83,500.87,87.48,840.30,487.95,97.98,63.16,2400.81,841.44,735.83,592.18,1867.47,46183.90,27237.93
4812,-10.88,37.31,True,264209.36,11919.66,35746.11,12204.08,3350.28,1376.91,1762.12,1047.25,507.87,658.37,1369.21,476.77,499.78,512.82,231.26,1521.10,629.82,934.09,1117.73,5842.85,40702.41,6981.80
2041,-9.03,39.26,True,344424.15,9913.08,24408.68,4861.66,1537.38,1484.85,758.63,424.02,706.11,839.61,238.67,856.31,747.50,291.78,508.14,541.52,525.42,1196.61,117.80,2771.49,3890.31,1023.63
595,-11.25,38.96,True,1189406.78,33549.81,75647.34,24268.73,9070.91,6286.82,3973.34,3613.33,3132.07,3244.78,1643.73,2859.83,1927.62,2205.43,3048.82,1459.24,4057.01,4068.58,4914.47,16146.35,35697.24,1980.27
1438,-12.20,36.49,True,114025.84,570.94,2726.98,508.56,23.16,2.45,2.23,10.94,17.71,0.95,13.05,1.09,3.70,7.55,0.00,0.00,35.16,17.77,43.82,13.16,43.67,0.00
2670,-13.04,38.81,True,681757.99,38303.22,103787.09,15131.34,4713.48,3536.39,1881.00,2597.19,1149.68,809.69,594.16,1832.01,1280.96,1046.63,1273.93,1278.88,1845.76,1845.01,1769.78,3042.20,40925.86,2165.80
1915,-12.37,26.32,True,472137.68,14718.22,44619.74,20031.01,8566.92,3766.42,2329.77,1867.29,1785.04,1479.41,1716.03,2191.12,2074.85,2137.74,2644.04,2633.57,5101.42,3998.83,3460.27,7003.07,31712.31,131789.63
4416,-13.72,26.10,True,103058.95,10663.79,14161.77,1456.53,602.14,281.99,251.03,209.71,268.45,105.43,43.75,164.11,180.24,10.27,37.32,129.29,190.57,141.55,38.61,321.71,1883.84,0.00
3384,-15.72,28.03,True,1130627.07,2016.68,12575.65,6585.93,2829.09,1725.41,1200.54,1087.15,725.31,873.94,638.82,835.12,617.87,665.40,666.13,685.26,871.09,1108.49,1541.07,3097.89,23925.74,3156254.30
2188,-15.59,25.94,True,235360.04,6586.99,26193.49,6711.52,738.19,524.62,338.02,242.63,179.26,280.45,209.26,116.50,116.27,103.60,563.38,240.17,242.19,293.94,400.51,487.25,1660.85,1248.98
1676,-12.70,33.53,True,3147840.43,75374.92,212517.32,36569.48,6411.73,3913.93,2710.92,2559.95,1632.67,2148.30,1279.19,1435.79,1115.97,1211.95,1188.08,1089.65,1491.67,1691.86,1856.58,6049.35,10792.62,1963.17
3023,-8.96,35.10,True,1060510.04,11109.48,45345.32,24675.71,7434.15,3972.68,2899.25,1965.88,1719.93,1584.33,990.44,1494.87,1805.85,2086.22,1928.87,1011.87,2084.44,1754.61,3605.08,6823.99,73660.68,24907.98
3635,-7.99,33.85,True,382715.72,8335.70,27519.72,8948.50,2938.83,1226.27,1640.32,1106.21,792.83,1348.28,907.42,1067.51,855.35,1535.07,1897.65,1223.68,1276.24,3091.81,1858.61,2462.22,18108.23,373.77
185,-10.54,34.49,True,1587747.50,26270.44,88714.02,41984.08,12596.48,9274.31,7135.22,4939.49,4612.74,4108.10,3013.00,2974.57,2765.66,2665.98,2549.94,2142.12,2660.24,2985.96,4755.25,12398.64,155767.95,99971.49
870,-7.35,35.69,True,962712.34,13869.69,51937.15,20023.10,8159.43,4724.12,3339.75,2793.75,2468.80,1973.94,1877.99,2291.01,1488.62,1983.26,2398.34,2033.35,1771.66,3193.49,3449.20,4250.51,21027.31,175308.84
3692,-10.62,36.03,True,510644.22,1448.20,5906.62,2960.80,1208.55,1241.14,705.98,511.98,306.21,280.06,494.93,479.98,1120.51,553.02,639.18,783.26,1079.97,2137.09,1878.16,3340.20,84818.56,42837.99
1476,-9.44,37.14,True,272673.77,5678.78,14864.08,4699.81,2636.37,990.40,1447.93,1111.25,492.91,279.16,667.86,87.97,1436.08,1143.26,594.95,512.37,1034.11,369.08,3252.01,3393.38,880.91,0.00
700,-14.59,35.47,True,3728224.42,142375.98,339393.93,68932.25,25242.63,15353.46,12826.44,9535.76,8665.68,7583.32,7793.87,8338.11,6044.07,5828.46,7052.17,5827.47,7261.15,9037.57,10911.83,20195.96,129644.95,65581.89
4883,7.29,4.45,True,1955418.55,45666.77,72622.28,60946.85,42352.44,33908.33,36306.39,40858.53,45472.15,59380.74,63237.60,71781.08,71026.05,88982.88,111536.38,119118.21,145396.42,193557.31,217607.95,383318.28,820778.76,10663588.32
1615,9.46,3.87,True,1823340.05,52802.79,80393.95,31972.45,13148.62,8358.67,8047.83,9854.45,13630.28,15751.89,7872.42,9198.83,4557.04,2618.77,2220.81,1827.59,2275.48,443.68,817.19,488.75,83.14,127.14
228,7.22,2.94,True,4701596.40,56101.19,121752.18,87714.65,54950.19,48059.12,44326.35,40274.32,35272.36,39234.41,32259.04,40001.45,36726.27,53203.40,57243.29,57771.17,68849.23,97440.34,133997.49,265859.98,961103.71,18732009.01
1643,6.28,5.25,True,603908.50,36132.51,67628.53,65218.74,37551.73,31205.24,29665.71,31479.37,29244.14,36443.74,30415.17,52476.32,44918.78,42206.39,66771.17,88408.19,119068.11,162913.95,192333.44,338939.92,1015446.26,4519939.27
3935,6.70,7.07,True,4888995.02,131764.61,317765.43,352759.92,270876.34,224921.60,211940.07,208511.87,190129.07,220330.95,202966.38,243402.51,206413.50,232078.94,214761.56,223253.47,262830.01,367656.94,634924.43,1212474.65,1715496.43,4745027.83
3860,5.48,8.88,True,1962319.71,66541.32,237462.65,265131.91,156105.95,117665.44,82826.18,69155.87,63903.29,50496.65,34017.35,33511.94,19377.00,20560.43,22387.36,22900.87,26269.32,18083.00,15012.58,24688.20,52029.05,1050583.09
3301,7.29,10.99,True,1146444.81,41233.14,111073.16,124266.67,61337.51,21013.65,7697.34,4183.12,1858.65,1246.22,1084.92,916.05,864.36,1184.71,982.72,416.46,211.48,650.51,641.43,1748.24,1494.43,0.00
1082,5.75,10.34,True,2301584.63,106029.16,263368.49,270211.69,183894.28,129629.90,105135.90,77922.13,65860.74,55125.02,40933.20,49414.09,41318.22,38264.01,29716.46,36666.07,37618.04,36220.46,42821.50,57866.72,117330.25,338974.04
1183,8.20,-7.70,True,723766.03,177557.48,201208.43,62031.66,13967.06,9899.59,7714.66,4584.61,11473.54,7453.22,9544.19,9953.50,10203.48,6955.62,12186.08,7870.12,9252.61,8385.65,11854.97,17094.16,20575.18,74604.66
2118,8.29,-5.64,True,233536.07,88481.88,115167.46,37193.24,19542.39,10437.58,7695.70,11621.63,13404.92,13583.61,14823.01,18613.13,14575.62,15561.02,17928.24,20463.93,22118.32,25061.71,33596.02,65408.70,188842.59,907986.08
855,9.78,-4.03,True,1380207.00,68008.63,168497.28,61334.16,16023.22,5060.20,4358.80,3371.51,3466.25,3689.72,2556.51,2746.54,3686.88,2707.45,4393.44,4958.07,3671.85,6797.97,7059.05,9165.37,24904.10,82120.05
318,11.95,-1.32,True,3485504.14,20114.17,62236.54,25846.60,9475.43,7049.07,4993.55,4880.43,4379.18,6067.05,4217.63,6207.88,6089.64,5997.41,7622.57,7518.70,8428.68,14460.09,15927.34,20111.22,101401.25,4259595.28
4829,10.43,3.02,True,1694297.79,139183.26,132670.52,25333.96,8545.74,5152.82,4414.23,2956.14,2005.22,1733.54,2352.40,2867.39,2648.81,3360.66,3032.50,2467.36,3015.47,3153.00,4435.67,7583.66,9894.22,6957.60
907,8.77,-0.20,True,825523.51,37921.44,71802.14,35557.87,13815.44,9157.98,7034.91,7416.31,5266.42,5388.85,6574.27,6716.87,7938.80,10594.17,8366.90,10234.64,14186.57,14317.87,19830.50,36099.04,87565.11,1176837.63
2280,10.06,-2.06,True,646804.99,127240.62,234028.56,92267.94,38455.55,27699.57,19466.39,16252.51,18222.25,16588.36,14440.19,16470.36,17448.78,19178.59,22528.60,21328.10,23874.61,26923.46,33331.07,52521.61,79850.63,111583.28
2299,10.74,0.25,True,2396271.13,259589.67,648876.55,329029.19,98384.32,42546.59,30438.02,30912.86,28974.17,28166.22,24057.04,24390.18,22993.70,27566.64,29915.35,27543.78,30846.13,36563.66,56512.12,90683.06,171940.05,114251.37
4255,7.84,0.91,True,860887.82,189636.57,217973.01,78485.15,30817.19,20518.71,18349.76,25368.52,17280.94,15246.73,21104.99,20511.91,18318.15,39632.14,28838.13,23650.49,35920.18,46551.71,63706.19,95730.98,252517.06,259452.77
2202,8.91,1.82,True,1273420.94,140227.36,245191.78,97307.40,36395.79,30618.18,25645.22,17495.33,21299.45,23919.05,16374.15,20571.22,17396.60,18969.79,20701.65,18175.98,20176.23,26039.99,27902.09,50955.28,167835.30,827751.16
4094,-4.55,20.18,True,118473.64,430160.25,624640.68,188862.87,41713.68,20596.48,6725.34,4541.30,6106.93,0.00,0.00,182.39,1763.98,0.00,2457.02,0.00,0.00,1141.47,0.00,110.46,0.00,0.00
3634,-4.15,13.46,True,493381.77,8395.30,54326.22,62043.65,25116.76,13524.15,3469.47,1622.65,1964.56,284.90,0.00,0.00,43.75,3.55,0.00,0.00,5.61,81.63,70.98,0.00,0.00,1801.09
2112,-4.42,11.95,True,29417.34,8597.05,61690.77,109276.08,134273.54,361462.89,325635.54,305811.68,8484.24,5880.69,4663.21,6154.62,1547.63,1047.60,982.23,5629.71,3815.99,11981.39,5946.95,12960.90,7631.90,92248.70
4421,-9.50,13.18,True,0.00,4.10,96.38,157.92,504.77,1135.22,1504.47,1377.11,364.78,1000.58,1265.02,632.26,306.50,1189.95,1651.93,956.72,2089.09,2115.32,11012.11,16510.47,48903.43,16874666.89
2034,-7.81,13.11,True,94199.23,1515.84,4367.94,9152.06,6367.07,2960.85,2524.48,1555.84,2806.56,1308.43,1140.04,854.61,729.01,1172.29,2831.75,1666.70,1710.96,1869.23,2626.90,3775.98,14963.39,60300.45
232,-13.33,12.92,True,0.90,748.74,4955.10,4753.66,2539.73,906.45,1108.86,1025.81,1841.43,880.90,359.62,893.46,448.24,58.03,583.77,842.78,1660.31,3117.38,8406.40,32393.48,178969.31,565992.79
655,-3.03,10.38,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,75075.44
4026,-6.65,22.44,True,55711.29,633014.80,1173348.82,737035.69,508716.78,375072.81,211343.00,199190.68,94780.21,34543.05,80961.00,62116.63,27080.06,66304.27,37643.01,72888.84,38945.03,91709.27,83752.76,83800.63,78169.24,7.82
460,-7.68,23.73,True,87043.81,925839.97,1192732.91,599825.03,156189.16,24759.75,34995.20,16.76,14264.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3257,-9.54,23.28,True,5573.17,232599.92,363774.56,87538.37,16675.74,621.56,434.45,1303.27,1179.45,4034.05,248.24,2916.83,2296.23,5523.58,2545.10,620.64,6702.69,3041.15,22776.56,99918.68,30100.57,0.00
4794,0.13,10.70,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,156164.04
1035,1.01,12.73,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134339.43
1186,30.92,41.56,True,1583.21,21900.66,1159.85,1264.93,210.90,2732.28,2005.36,566.98,738.71,210.90,0.00,0.00,316.07,1269.62,631.99,105.45,633.54,2638.62,3060.23,1938.76,16763.46,92775.81
2602,29.43,31.43,True,149.82,655.18,1376.80,1377.05,1503.96,1432.57,1622.69,2124.39,2383.23,2191.90,2801.22,4229.34,5603.72,7255.07,9858.28,11964.54,16134.98,24650.64,48291.78,105208.25,992601.15,31236639.23
2787,60.56,41.70,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133112.16
3717,67.83,39.89,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4095.19
3546,66.17,43.07,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8133.03
1736,80.57,46.03,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.12
1519,68.79,36.72,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6541.23
297,62.22,39.82,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90213.24
2058,64.29,40.37,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,553479.56
4867,37.38,50.15,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2246987.48
4597,39.52,48.22,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2385426.40
591,42.69,47.54,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2213649.85
2793,40.63,47.27,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2765506.00
3906,25.96,62.81,True,0.00,27850.22,61259.11,29730.07,20154.05,14957.60,4532.38,3746.67,11293.41,10204.71,6052.70,6893.56,10002.60,9881.16,7358.52,16856.38,19563.62,17853.96,26967.67,29028.06,119480.91,83786.56
143,27.27,61.17,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,348869.51
2067,25.20,61.31,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,553121.53
2226,27.37,63.45,True,0.00,10697.91,22066.47,10572.25,5423.41,5355.37,7216.20,10838.70,26390.59,34056.71,41023.28,35372.28,23055.32,9517.68,9506.54,9601.74,4462.52,6398.02,11442.21,12763.03,1956.47,0.00
894,25.56,64.37,True,0.00,104298.09,118821.48,21458.74,13705.42,6223.28,6222.58,1861.20,8103.37,1616.77,2185.81,1958.70,3009.78,4282.48,2234.70,5590.45,4176.22,2623.33,2145.92,4143.67,19299.01,1666.58
4840,29.89,61.11,True,0.00,273630.87,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
3483,31.72,59.60,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145740.70
1022,30.16,59.53,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,571114.54
2490,28.94,62.10,True,0.00,16761.71,35345.44,10340.59,1172.47,12823.62,0.00,2689.57,10551.82,0.00,344.82,0.00,10827.15,0.00,3655.43,4069.25,0.00,0.00,10690.40,0.00,0.00,0.00
4875,28.46,60.64,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,269157.48
4044,50.76,63.56,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17730.26
998,55.17,66.59,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,459042.54
2108,44.87,74.28,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101395.85
3481,40.40,65.88,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3221751.86
2929,38.55,64.15,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1705461.04
1104,40.06,63.08,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1748325.53
2170,39.10,56.84,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,526147.13
4714,38.63,55.28,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,303513.64
4637,46.36,62.26,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,61198.58
4553,48.62,60.18,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17579.34
570,47.37,60.93,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29535.62
3072,48.91,62.16,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12335.58
4210,43.32,63.50,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,224452.37
1892,45.08,61.84,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82600.81
412,42.88,61.67,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366576.57
3407,41.70,63.20,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,532071.32
2912,78.70,26.82,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,98.67
221,78.32,18.38,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,492.29
4928,53.28,54.84,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,563994.71
1260,50.75,61.29,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,57146.24
203,50.86,56.74,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,794024.26
1813,48.75,57.96,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70391.68
3688,50.04,59.19,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,197002.60
1931,53.02,56.95,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,727495.86
4233,51.18,54.58,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,710654.24
306,73.79,54.64,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,529.45
1857,75.78,58.97,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,314.32
1426,71.22,67.00,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9657.72
616,76.27,67.93,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,148.36
843,75.38,81.64,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,169.73
2721,72.93,79.23,False,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4922.15
