location_id,latitude,longitude,bioenergy_Announced,bioenergy_Existing,coal_Announced,coal_Existing,geothermal_Announced,geothermal_Existing,hydropower_Announced,hydropower_Existing,nuclear_Announced,nuclear_Existing,oil_gas_Announced,oil_gas_Existing,solar_Announced,solar_Existing,wind_Announced,wind_Existing
1123,-3.815039896436494,31.3880129277926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1124,23.984707843708563,106.26946759114212,0.0,15.0,0.0,3365.0,0.0,0.0,0.0,1361.0,0.0,0.0,0.0,0.0,1753.9,608.4,525.0,746.0
1125,1.7654020717408265,22.57353947388488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1126,71.2096487971419,55.16722628299361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1127,8.139871424960559,7.414483007567206,0.0,0.0,0.0,135.0,0.0,0.0,1450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1128,68.83663258004528,150.56244606804242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1129,18.35123964636355,-91.00543311648536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,523.0,0.0,0.0
1130,-67.98628595513992,99.0427345276913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1131,40.57601533828551,44.91797330827875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,1200.0,448.0,50.0,1127.0,55.0,98.39999999999999,0.0,0.0
1132,65.50861617849776,-95.87484120927579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1133,45.55709465134456,16.04347938430601,0.0,0.0,0.0,0.0,16.0,17.5,0.0,588.0,1100.0,727.0,0.0,1342.8,0.0,47.699999999999996,0.0,198.0
1134,42.48971419339606,-75.59986927929417,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1160.0,396.0,466.5,290.1,261.8
1135,75.32914058209126,103.03398743313097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1136,48.70376144586973,-65.95597849982424,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.0
1137,22.088573501893677,45.8912988171918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1138,51.578697823978764,12.042473970299742,0.0,256.03,0.0,2883.4,0.0,0.0,400.0,1460.0,0.0,0.0,0.0,2479.66,0.0,4492.2,324.0,6151.0
1139,60.41277274893441,79.12315772136144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,66.29252039842525,65.78661618098012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1141,57.455398175535,-153.64574747117595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1142,35.715566006913846,90.36313985681387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1143,-77.74771708075535,-30.392730371659347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1144,-6.022469319951776,-71.04218857729116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1145,17.277051752877227,23.56314589200731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1146,54.89243708926153,-163.4823916174249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1147,16.763342499050843,-96.0082281457251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,728.0,115.0,0.0,0.0,15.0,2982.0
1148,-71.77283997906788,2.8425487455879392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1149,-86.906694656447,-70.57167843785722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1150,-83.0685191542613,-17.469323384281253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1151,-69.05409099292332,42.75025402758427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1152,61.00986581931273,-145.2570930409384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1153,11.704376369920501,-85.17113746240203,0.0,40.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,309.0
1154,51.86373027086452,84.26442227068546,0.0,0.0,0.0,504.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1155,-19.891195944622687,-57.5132895805075,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0
1156,68.35385495697747,122.44089097016808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1157,-3.0564244766662862,151.60793826168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1158,11.686755280601869,23.358495647416916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1159,44.82632121887437,-69.57472523488717,0.0,364.1,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,1858.0,25.3,537.0,0.0,292.0
1160,69.00349705377383,77.95532680274853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1161,30.28121391280398,113.69950910026351,234.0,489.0,6640.0,12130.0,0.0,0.0,0.0,0.0,0.0,0.0,975.0,1446.5,2284.0,5964.4,1370.0,1187.4
1162,-33.50083846317696,-64.79063690009131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405.0,0.0,0.0,0.0,475.5
1163,67.61231903112663,15.2844991118131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1164,48.597501897415526,-87.79547470050277,0.0,35.5,0.0,0.0,0.0,0.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,99.0
1165,-78.66022920592467,-79.56838268995881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,-2.0093622890346436,-45.97746566996992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1167,14.010468051430122,40.13965044299125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1168,63.38288435882408,171.81449519966876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1169,-27.193609752154327,-63.48958362439131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1170,8.274303035482987,-71.54409654911575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,35.0,0.0,0.0
1171,-83.22677197515507,-129.99367613598864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1172,15.640730332033439,51.23568307647394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1173,59.40655747565416,38.77665895746187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0,0.0,0.0,1005.0,0.0,0.0,0.0,0.0
1174,-41.29321593536916,145.30431628016498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
1175,-69.55507707494425,125.63012129504457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,72.6480416394431,-36.96552401881597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1177,69.19575490434485,-108.39433980254296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1178,65.95562299844171,-154.43917533234725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1179,39.15964994344502,-5.533258500914478,50.0,35.0,0.0,0.0,0.0,0.0,0.0,822.0,0.0,2093.0,0.0,0.0,2963.7,5131.7,0.0,38.0
1180,56.90135630448104,86.25665927640681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0
1181,65.52285973332783,101.86448620128994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,56.99447601511653,126.39092801492147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1183,8.180828529924579,-7.6924868689996195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1184,0.06764269578717817,42.279277815830184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0
1185,66.6667381422359,38.87939824964348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1186,31.00969507928618,41.49652802020046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,0.0,0.0,0.0
1187,-9.720764336667457,21.561573564499867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1188,65.28928964734241,87.92827863752242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1189,3.698344437557309,-59.90255544262036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1190,-6.922110191224533,-77.01603910700055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1191,23.681934041112665,-101.78838654078822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821.5,752.0,0.0,300.0
1192,-33.58044624353695,-71.34550044618929,0.0,14.0,0.0,544.0,0.0,0.0,0.0,377.0,0.0,0.0,0.0,2122.0,105.0,667.5,0.0,162.5
1193,36.93035207210071,-114.67134332197872,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2080.0,0.0,0.0,0.0,6031.0,516.0,3324.3,0.0,0.0
1194,7.303829627080818,-64.2020664101561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1195,-8.48690683588704,122.43627421008223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1196,69.77771793709285,29.892334856612273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0
1198,63.533651058193335,-169.75562311014625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,-13.05258458930564,-64.11138436580772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,24.256668926778282,-6.79473134666238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1201,37.25789159162493,22.18651455812334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,846.0,95.3,285.6,65.80000000000001,488.0
1202,26.243250539097126,41.505069240529586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1203,-0.9727884997982542,-58.64738652180669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1204,31.646086473858627,-98.78273953187048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.8,0.0,204.0,429.9,0.0,2341.6
1205,2.847640527150809,-67.92209352465669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1206,61.17876170056013,64.52274349140468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1207,52.98815610315063,69.70845045438787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2
1208,-15.118370584699292,19.325428518411528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1209,-20.448792390221413,16.791655332198587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3519.3,20.5,3500.0,0.0
1210,-68.74030627742295,58.03970497450854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1211,74.950892440093,-91.06855478819776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1212,-73.99580834335448,164.9926986760441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1213,-13.098243960850178,-53.62130659507854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,41.90506483698349,-118.16452209219015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1215,59.722231937679425,163.33246817883108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1216,-17.077136393789246,28.81678237314084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2130.0,0.0,0.0,0.0,0.0,1155.0,0.0,0.0,0.0
1217,64.22127096774932,-144.56892523088038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1218,-36.82161661624927,-61.21351373538254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0
1219,49.138404381205795,110.1349245231603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1220,-3.6944855709724207,-73.32365419531604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,100.0,2.1,0.0,0.0
1221,17.181252340316217,48.84871005143959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
1222,49.47780140870135,69.17175930514885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,-17.283343182709668,12.13787029139242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1224,44.47962356502929,64.82027266795342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,28.0,0.0,0.0
1225,-1.1640527180611158,23.032682991753223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1226,22.667729995960492,8.745215799028895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1227,-86.35628817859495,177.69402186473292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1228,-24.03292866571182,135.6059142400892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1229,75.82934937371135,112.37418290676182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,-35.90214773839981,-68.74221996338937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
1231,-15.129112756033733,-69.20001697922079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1232,28.99016227933548,75.30793027449108,0.0,30.0,800.0,1200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.1,0.0,0.0
1233,4.711635170020515,-76.69072005618736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,480.0,0.0,699.0,49.699999999999996,0.0,0.0
1234,-24.716560596169423,20.991078739953977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0
1235,43.345104029699165,-0.33878863516189006,0.0,30.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,2726.0,0.0,81.9,154.4,1027.0,12.0,360.4
1236,44.312361888332,58.22742057387096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.5,200.0,0.0
1237,20.525336521243997,-76.3958210015923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,20.0,0.0,172.0,9.6
1238,45.206223875632084,70.96505515270539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1239,1.4748463907014215,34.0488106274663,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,0.0,230.0,8.0,0.0,0.0
1240,61.980482027839926,-124.96254404904506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1241,-27.324144578931016,116.19931053388454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,0.0,0.0
1242,47.437753748071444,83.61475939097754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,400.0,0.0
1243,53.35438476372397,75.06107420041293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1244,81.2940034332346,-51.98448141465456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1245,63.424263396184784,-65.50394864797815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1246,15.027149856587759,18.778259103542503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1247,-80.6960475918813,142.37560462521898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1248,-3.0726051852605765,133.63477290398555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1249,40.093132706819,122.85472850554683,0.0,152.0,700.0,0.0,0.0,0.0,1000.0,0.0,6900.0,0.0,1000.0,150.0,160.0,418.9,1978.5,392.0
1250,27.73259334026341,96.70008739741812,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1251,48.066116444494625,-110.50157754562791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,129.0
1252,-28.89938849358426,139.35582448896474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,47.827867739133154,-75.09773348298307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1254,51.343886985049295,-99.77386899083734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1255,-37.14358916285831,174.95915186742985,0.0,19.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.0,197.0,1.4,380.0,64.0
1256,-24.05679557593901,-61.014115680397005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1257,-34.9582704022323,137.38998406234245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0
1258,16.08533526184164,-13.397009527358163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1259,-6.53667588722827,16.37682151970011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1260,50.786151348535824,61.271441347896385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0
1261,40.92136665156695,128.68073488777299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,64.04442747437241,-114.22968162010157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1263,69.74782647961504,108.64529454434597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1264,-33.1029974209223,18.633963363024733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1940.0,0.0,1509.3,0.0,105.4,0.0,205.0
1265,31.42594508866601,-9.265580609922903,0.0,4.6,0.0,1386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1266,-12.199262639241601,136.660883955841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1267,-13.924813749426178,24.641506951396995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1268,74.88494501324922,-49.270805534587744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1269,60.42637723248223,10.1275146834372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1838.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
1270,18.446235583939625,-101.86008886325698,0.0,0.0,0.0,2778.0,0.0,0.0,0.0,1580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1271,20.63621813333776,49.345525810290624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1272,6.589849624625113,80.5091176280184,0.0,10.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,480.0,1175.4,322.2,30.0,0.0,0.0
1273,41.88320250213985,19.99636034486248,0.0,0.0,0.0,0.0,0.0,0.0,210.0,1623.0,0.0,0.0,250.0,0.0,1106.0,241.4,234.0,46.0
1274,4.185601879482641,97.83398757398088,0.0,0.0,0.0,840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1275,-25.87811244270954,149.3234749567951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,244.0,2000.0,0.0
1276,24.116429964410372,95.75024975436376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1277,-88.34531632124322,0.5168106812584603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1278,11.361832361057232,125.1176003159762,0.0,0.0,0.0,0.0,0.0,653.0,0.0,0.0,0.0,0.0,0.0,0.0,1112.0,80.0,0.0,0.0
1279,29.071226848855694,106.63589823059408,12.0,417.0,3200.0,8414.0,0.0,0.0,1600.0,1798.0,0.0,0.0,7418.0,2662.0,56.6,56.4,262.9,367.6
1280,-75.21021846075551,-96.6997292391424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1281,34.4976763363844,74.64952815625226,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2229.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0
1282,45.78845151639596,99.61906519801941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1283,-20.098837972418917,-42.90331864601245,0.0,13.299999999999999,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,0.0,103.0,0.0,25.4,0.0,0.0
1284,68.84244545403153,-153.32691688881718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1285,47.07844460472361,23.339557234861168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,0.0,430.0,200.0,60.0,244.7,0.0,77.0
1286,13.58603073493031,45.47776993560739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,636.9,0.0,120.0,0.0,0.0
1287,68.82132931256932,-118.43392252069249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
