location_id,latitude,longitude,annual_demand_kwh
2548,66.296638488769531,-143.12216186523438,994205568
4471,64.958114624023438,-141.83013916015625,854308352
4196,65.405548095703125,-146.25245666503906,3504792576
4539,58.813938140869141,-137.47483825683594,489496128
1460,60.122917175292969,-136.91981506347656,883334592
739,59.926807403564453,-158.23330688476562,1206763520
2458,58.078601837158203,-157.54393005371094,1127956480
4295,66.5672607421875,-164.37184143066406,851985344
1518,65.180770874023438,-164.45953369140625,1330076416
708,67.577461242675781,-160.79278564453125,1308863104
2243,69.560356140136719,-160.73309326171875,1288199936
1739,68.778770446777344,-166.08296203613281,289939296
463,66.027664184570312,-170.24771118164062,180844432
4845,-19.15147590637207,-39.746532440185547,1810753280
46,-29.599615097045898,-50.019428253173828,6438296064
1835,66.6307373046875,-86.964035034179688,552281408
3442,68.273979187011719,-87.873733520507812,408648768
2244,69.70703125,-85.125564575195312,568856448
3881,62.158916473388672,-114.75942230224609,1136703488
3108,65.039115905761719,-63.636116027832031,212945664
4091,66.688987731933594,-65.539619445800781,438099456
3768,46.307823181152344,-75.309516906738281,11973271552
2026,43.511997222900391,-71.696174621582031,63517753344
391,45.151107788085938,-73.664588928222656,43291115520
2709,73.539268493652344,-95.395889282226562,351422336
4916,76.40509033203125,-94.127304077148438,45459564
3541,75.110092163085938,-96.322441101074219,79426072
1211,74.775497436523438,-90.497283935546875,152013568
2261,70.008186340332031,-92.477485656738281,495179008
1036,74.720741271972656,-111.18228912353516,78547360
414,71.508323669433594,-111.74614715576172,498230592
4847,-73.436752319335938,159.80406188964844,0
1943,-72.387603759765625,162.60299682617188,0
3560,-77.22210693359375,162.20664978027344,0
3300,-74.706794738769531,159.08174133300781,0
872,-70.266120910644531,160.89997863769531,0
2538,-71.594444274902344,156.97418212890625,0
3583,-83.557159423828125,-30.167003631591797,0
1749,-75.377197265625,-12.04710865020752,0
4297,-78.606430053710938,-14.192916870117188,0
697,-73.32928466796875,-15.916428565979004,0
3473,-76.933967590332031,-10.637571334838867,0
3856,-73.157516479492188,-10.746253967285156,0
2525,-71.687545776367188,-11.203352928161621,0
477,-82.863319396972656,-41.831172943115234,0
3959,-81.243507385253906,-38.725086212158203,0
4848,-84.652191162109375,-37.462577819824219,0
1048,-85.934661865234375,-39.115177154541016,0
1726,-80.267059326171875,-45.731380462646484,0
2758,-84.351600646972656,-50.537200927734375,0
4698,-75.110092163085938,19.517303466796875,0
1702,-76.141998291015625,22.804204940795898,0
839,-73.862709045410156,18.020584106445312,0
3219,-79.984092712402344,30.452964782714844,0
4902,-81.5401611328125,33.551212310791016,0
1002,-78.356956481933594,30.463607788085938,0
