latitude,longitude,grid_uptime_pct
-86.098884582519531,-176.34689331054688,100
78.776298522949219,-87.88653564453125,100
67.974349975585938,-178.75936889648438,100
-16.727182388305664,-179.89871215820312,100
80.40374755859375,-89.626434326171875,100
-85.302696228027344,168.18510437011719,100
-84.199600219726562,178.27545166015625,100
-87.723152160644531,-171.91757202148438,100
-73.402580261230469,-126.50186920166016,100
-86.42425537109375,11.849737167358398,100
-89.319725036621094,173.67352294921875,100
82.333625793457031,-23.026697158813477,100
80.691154479980469,-23.593439102172852,100
-85.42694091796875,-115.83617401123047,100
-74.319381713867188,-121.02156066894531,100
-80.362800598144531,-122.72261810302734,100
-76.708023071289062,-120.65637969970703,100
-83.88507080078125,-119.15953063964844,100
-82.3150634765625,-117.68244171142578,100
66.394805908203125,179.57041931152344,100
81.987152099609375,-86.585777282714844,100
73.971046447753906,-124.06229400634766,100
70.175010681152344,-146.31999206542969,100
70.513839721679688,-151.9736328125,100
65.556434631347656,-176.13716125488281,100
-76.674232482910156,-138.64019775390625,100
-85.572250366210938,-132.79115295410156,100
-74.814247131347656,-135.66912841796875,100
-78.272430419921875,-129.5933837890625,100
-81.777076721191406,-126.59307861328125,100
-75.667068481445312,-124.13282012939453,100
-75.567413330078125,-129.60977172851562,100
-76.908683776855469,-131.664306640625,100
-83.065544128417969,-130.25485229492188,100
-80.846435546875,-133.24661254882812,100
-79.497215270996094,-133.51115417480469,100
73.354820251464844,-84.594154357910156,100
76.730758666992188,-88.218925476074219,100
-83.1103515625,168.32228088378906,100
-73.599006652832031,169.77110290527344,100
-86.427604675292969,-13.079423904418945,100
-84.020301818847656,16.223306655883789,100
-71.695640563964844,5.1967549324035645,100
-86.313156127929688,154.65255737304688,100
-84.205894470214844,158.06993103027344,100
-71.788963317871094,170.23469543457031,100
-39.223712921142578,177.90216064453125,100
-85.178779602050781,133.77500915527344,100
-87.852401733398438,144.81962585449219,100
-82.1605224609375,149.34722900390625,100
-80.137847900390625,131.91500854492188,100
-78.362190246582031,131.18023681640625,100
-70.309463500976562,133.63145446777344,100
-88.24261474609375,104.23356628417969,100
-83.127731323242188,124.57022857666016,100
-86.972808837890625,114.70112609863281,100
80.207206726074219,-78.747024536132812,100
79.106437683105469,-23.197044372558594,100
77.135200500488281,-18.442359924316406,100
-28.381839752197266,16.432090759277344,50.771948663261412
-87.894264221191406,-127.50321197509766,100
-73.29876708984375,-95.702339172363281,100
-81.117401123046875,-108.67440795898438,100
-77.404434204101562,-114.66877746582031,100
-78.516372680664062,-119.93171691894531,100
-75.436271667480469,-117.70198059082031,100
-80.101188659667969,-114.75804901123047,100
-79.026214599609375,-154.64607238769531,100
-81.067474365234375,-152.76016235351562,100
62.551528930664062,179.28407287597656,100
34.174934387207031,133.91944885253906,100
34.5174560546875,136.63394165039062,100
35.712108612060547,135.22386169433594,100
33.676761627197266,135.42938232421875,100
-25.060977935791016,15.912050247192383,13.332252893699939
68.272857666015625,-141.38487243652344,100
69.691848754882812,-142.30731201171875,100
69.072006225585938,-138.26051330566406,100
67.679840087890625,-136.20889282226562,100
69.753799438476562,-122.98734283447266,100
71.9783935546875,-125.05869293212891,100
69.204483032226562,-118.66267395019531,100
68.695075988769531,-152.9691162109375,100
69.725807189941406,-156.3812255859375,100
65.97161865234375,-154.66567993164062,100
67.497421264648438,-156.36723327636719,100
71.1939697265625,-156.99845886230469,100
22.06804084777832,-159.33755493164062,100
-77.181015014648438,-144.29573059082031,100
-75.554641723632812,-143.09060668945312,100
-76.215545654296875,-148.53775024414062,100
-78.50018310546875,-138.52140808105469,100
-83.242149353027344,-144.06436157226562,100
-78.253089904785156,-148.37274169921875,100
-86.34912109375,-147.27365112304688,100
-80.047225952148438,-143.5751953125,100
-81.953033447265625,-142.90338134765625,100
-84.498016357421875,-141.94195556640625,100
71.796737670898438,-89.698562622070312,100
73.085586547851562,-88.989654541015625,100
71.845245361328125,-84.902046203613281,100
-78.591194152832031,166.485107421875,100
-80.462287902832031,160.30497741699219,100
-81.807891845703125,162.15461730957031,100
-70.696258544921875,165.77735900878906,100
-74.432273864746094,165.02911376953125,100
-83.994773864746094,-7.5629391670227051,100
-82.925956726074219,-17.583850860595703,100
-79.987899780273438,-16.466764450073242,100
-82.488426208496094,8.6970939636230469,100
-79.80413818359375,10.980982780456543,100
-81.230796813964844,14.686518669128418,100
-70.406272888183594,3.1771440505981445,100
-29.933389663696289,17.21226692199707,56.041730872664942
-74.1781005859375,10.078010559082031,100
-73.215621948242188,5.9226150512695312,100
-71.253173828125,9.7377119064331055,100
-78.39727783203125,10.098154067993164,100
-67.132606506347656,85.088600158691406,100
-80.613014221191406,152.61085510253906,100
-77.881149291992188,147.91326904296875,100
-77.759468078613281,155.38308715820312,100
-40.341789245605469,176.641357421875,100
-67.4371337890625,136.72433471679688,100
-68.637886047363281,134.06871032714844,100
-76.111419677734375,135.52143859863281,100
-73.033187866210938,135.71449279785156,100
-77.514518737792969,136.82127380371094,100
-81.783706665039062,134.00787353515625,100
-69.394561767578125,142.20979309082031,100
-70.684341430664062,143.70071411132812,100
-68.9168701171875,138.56690979003906,100
-73.934951782226562,126.44184112548828,100
-76.639694213867188,128.719482421875,100
-69.48291015625,130.31146240234375,100
-72.165718078613281,132.43287658691406,100
-73.955673217773438,132.1387939453125,100
-75.308570861816406,130.86102294921875,100
-80.134292602539062,112.38791656494141,100
-84.649139404296875,112.56334686279297,100
-82.352279663085938,108.51184844970703,100
74.902549743652344,-84.897346496582031,100
77.910507202148438,-78.914543151855469,100
75.887046813964844,-79.599006652832031,100
72.49298095703125,-81.233551025390625,100
81.191627502441406,-71.733993530273438,100
76.030609130859375,-29.685943603515625,100
77.626045227050781,-24.856996536254883,100
76.160926818847656,-23.426214218139648,100
71.003593444824219,-23.263349533081055,100
72.880668640136719,-22.221891403198242,100
73.9962158203125,-33.043361663818359,100
74.251480102539062,-25.967096328735352,100
81.011245727539062,-31.835151672363281,100
78.012771606445312,-31.96966552734375,100
76.510116577148438,-35.685546875,100
68.390419006347656,-53.165145874023438,100
76.39251708984375,107.99315643310547,100
78.098403930664062,107.47556304931641,100
75.345199584960938,113.56200408935547,100
73.711738586425781,112.56720733642578,100
75.405509948730469,135.56538391113281,100
73.516700744628906,127.22291564941406,100
72.226516723632812,127.220703125,100
-24.59764289855957,17.744789123535156,54.260912384228021
9.8861303329467773,77.724227905273438,100
10.238829612731934,76.2015380859375,100
8.4191875457763672,78.011688232421875,100
20.14166259765625,55.868083953857422,100
16.174381256103516,46.047908782958984,100
9.6210174560546875,38.507965087890625,34.561575331233968
21.403963088989258,58.239280700683594,100
19.959396362304688,57.698833465576172,100
22.256122589111328,56.67449951171875,100
23.689971923828125,58.081928253173828,100
24.458841323852539,54.528156280517578,100
25.304204940795898,56.232658386230469,100
23.701705932617188,56.180419921875,100
27.839984893798828,52.891609191894531,100
36.052146911621094,53.272373199462891,100
80.429023742675781,19.827419281005859,100
-76.193122863769531,-90.437850952148438,100
-82.046241760253906,-51.119499206542969,100
-79.930740356445312,-96.755958557128906,100
-81.246734619140625,-100.21169281005859,100
-78.641960144042969,-93.277137756347656,100
-74.833999633789062,-96.940635681152344,100
-76.225471496582031,-98.5943603515625,100
-78.369789123535156,-100.77252960205078,100
-77.3416748046875,-92.999794006347656,100
-74.922172546386719,-89.798065185546875,100
-78.515480041503906,-86.749923706054688,100
-72.996437072753906,-89.348304748535156,100
-75.954879760742188,-83.780815124511719,100
-77.126602172851562,-77.216316223144531,100
-77.293830871582031,-83.284538269042969,100
-83.163101196289062,-154.85629272460938,100
-84.903282165527344,-162.98716735839844,100
-82.939468383789062,-171.12310791015625,100
-79.566001892089844,-162.33158874511719,100
-77.929183959960938,-158.28572082519531,100
-7.6531920433044434,108.79586791992188,95.852832866296993
-8.0130023956298828,110.33306884765625,96.384793264741958
-66.89276123046875,141.29296875,100
-69.302146911621094,156.72903442382812,100
-72.131942749023438,114.56645202636719,100
-69.401443481445312,120.84429931640625,100
-69.524490356445312,115.34348297119141,100
-70.796127319335938,118.24741363525391,100
44.616470336914062,116.280517578125,100
34.495826721191406,114.99642181396484,100
33.093151092529297,132.80010986328125,100
44.397579193115234,146.50979614257812,100
36.456535339355469,138.53530883789062,100
38.306484222412109,139.75636291503906,100
36.488826751708984,140.26556396484375,100
37.832416534423828,138.2353515625,100
35.081829071044922,138.15411376953125,100
36.815269470214844,136.82511901855469,100
80.663642883300781,-15.639569282531738,100
75.063438415527344,-18.414617538452148,100
67.105194091796875,-139.95074462890625,100
65.984169006347656,-138.36720275878906,100
68.400718688964844,-130.75053405761719,100
66.821945190429688,-131.98455810546875,100
69.863250732421875,-128.07754516601562,100
69.406173706054688,-134.36749267578125,100
64.096710205078125,-139.40428161621094,100
62.196884155273438,-140.05352783203125,100
73.164039611816406,-117.73006439208984,100
75.186088562011719,-116.92570495605469,100
71.038284301757812,-118.17478179931641,100
72.01220703125,-120.86337280273438,100
75.958290100097656,-122.39981079101562,100
76.804618835449219,-116.08573913574219,100
78.452125549316406,-112.75675201416016,100
72.802978515625,-112.73698425292969,100
67.165740966796875,-152.1978759765625,100
61.865421295166016,-136.107177734375,100
65.572349548339844,-159.7486572265625,100
63.648178100585938,-159.88053894042969,100
67.015678405761719,-173.94358825683594,100
64.341514587402344,-173.20660400390625,100
63.20880126953125,-168.97984313964844,100
-26.638731002807617,15.259596824645996,91.100791376128427
-40.365383148193359,-73.710830688476562,100
70.461929321289062,-88.552421569824219,100
67.871490478515625,-91.944564819335938,100
80.063514709472656,-99.353065490722656,100
